department,course_id,course_name,credit_hours,course_description
ORTHODONTICS (ORTH),ORTH805,Advanced Clinical Orthodontics,2,Clinical Orthodontics
ORTHODONTICS (ORTH),ORTH806,Science of Tooth Movement,2,Mechanical principles in orthodontic force production and control; biological response to orthodontic force.
ORTHODONTICS (ORTH),ORTH807,Orthodontic Biomaterials,1,"Introduction to orthodontic biomaterials and integration with the basic principles of engineering, science, and orthodontics."
ORTHODONTICS (ORTH),ORTH808,Growth and Development,4,"Principles of growth and development, emphasizing dento-facial development from an evolutionary and molecular biology perspective, as well as the traditional anatomical perspective."
ORTHODONTICS (ORTH),ORTH809,Preventative Orthodontics,3,Preventative orthodontics.
ORTHODONTICS (ORTH),ORTH810,Multidisciplinary Management of Craniofacial Anomalies,1,"This course introduces the graduate student to the management of patients with craniofacial anomalies using a multidisciplinary team approach. The course gives the graduate student a basic understanding of the role of specialties involved, the procedures, and timing of interventions in the management of craniofacial patients from birth to adulthood."
ORTHODONTICS (ORTH),ORTH815,Oral-Pharyngeal Function,1,"Maturation of oral and pharyngeal function, including speech and its relation to dento-facial development."
ORTHODONTICS (ORTH),ORTH822,Environment of Specialty Practice,3,Trends in health care delivery; organization and management of orthodontic specialty practice.
ORTHODONTICS (ORTH),ORTH992,Master's (Non-Thesis),3,Individual research under the direction of a mentor with the intention of publication. Completion of a manuscript and submission is a requirement for an MS degree.
ORTHODONTICS (ORTH),ORTH993,Master's Research and Thesis,3,Individual research under the direction of a mentor and committee. Completion of a thesis for an MS degree is required.
PATHOLOGY (PATH),PATH128,Biology of Human Disease,3,Open to all undergraduates. An overview of basic human molecular and cellular biology in the setting of common human diseases. The course emphasizes how an understanding of disease mechanisms provides the knowledge base for informed use of modern health care. Does not count as a course in the major.
PATHOLOGY (PATH),PATH426,Biology of Blood Diseases,3,"An introduction to the biology and pathophysiology of blood and the molecular mechanisms of some human diseases: anemias; leukemias; hemorrhagic, thrombotic, and vascular disorders; and HIV disease/AIDS. Honors version available."
PATHOLOGY (PATH),PATH462,Experimental Pathology,1,"Hours, credits, and instructor to be arranged on an individual basis. Hands-on research experience in a predetermined instructor's laboratory. Students learn and apply specific techniques and participate in investigations of molecular mechanisms responsible for disease processes (pathobiology). Contact the director of graduate studies in pathology for information. May be repeated."
PATHOLOGY (PATH),PATH464,Light Microscopy,3,"Permission of the instructor. Course focuses on practical fundamentals of light microscopy including optics, contrast mechanisms, fluorescence, laser scanning confocal microscopy, photography, and digital imaging."
PATHOLOGY (PATH),PATH713,Molecular and Cellular Pathophysiological Basis of Disease: Mechanisms of Disease,3,"A graduate course on cell injury and pathogenesis of disease with emphasis on basic mechanisms at the molecular, cellular, and organismal levels. Three lecture hours with a complementary two-and-a-half-hour laboratory each week."
PATHOLOGY (PATH),PATH714L,Molecular and Cellular Pathophysiological Basis of Disease:  Laboratory I,2,"A graduate-level laboratory course on basic mechanisms of disease pathogenesis, emphasizing cell and tissue-based examples of major disease mechanisms."
PATHOLOGY (PATH),PATH715,Molecular and Cellular Pathophysiological Basis of Disease: Systemic Pathology,3,"A graduate-level laboratory course on systemic pathology, emphasizing diseases of major organ systems. A follow-up to PATH 713/714L. Three lecture hours (three credits) with a complementary two-and-a-half-hour laboratory ( two credits) each week."
PATHOLOGY (PATH),PATH716L,Molecular and Cellular Pathophysiological Basis of Disease: Laboratory II,2,"A graduate-level laboratory course on mechanisms of systemic disease pathogenesis, emphasizing cell and tissue-based examples of diseases of the major organ systems."
PATHOLOGY (PATH),PATH723,Practical Considerations for Translational Research,2,"Permission of the instructor. A multi-disciplinary course providing students principles involved in translating basic science into clinically applicable diagnostics and therapies to improve human disease outcomes. The course is focused on bioinformatics, bioethics, trial design, FDA approval, and commercialization of laboratory diagnostics."
PATHOLOGY (PATH),PATH725,Cancer Pathobiology,3,"Permission of the instructor. This course examines pathobiological features of cancer. An interdisciplinary approach draws from epidemiology, genetics, molecular biology, and clinical medicine to investigate cancer etiology, pathogenesis, prevention, and treatment."
PATHOLOGY (PATH),PATH726,Human Environmental Disease,1,"This course will study human disease processes that are induced or exacerbated by our environment. Environmental disease stressors include solar radiation, air and water pollution, bioreactive substances in foods, pesticides, metals, dusts, particles, and allergens. Lectures will emphasize epidemiology, mechanisms of toxicity, and human disease pathogenesis."
PATHOLOGY (PATH),PATH766,Current Topics in Cardiovascular Biology,3,"Permission of the instructor. Second-year graduate students only. This manuscript-based course will emphasize recent advances in heart and blood vessel development, the molecular mechanisms that regulate cardiovascular cell function, and current methodologies in the cardiovascular field. It will be team taught by members of UNC's McAllister Heart Institute."
PATHOLOGY (PATH),PATH767,Molecular and Cellular Biology of Cardiovascular Diseases,3,"Second year graduate students or permission of the instructor. Course reviews the molecular, cellular, and organismal pathogenesis of cardiovascular disease. It is team-taught by faculty with topic expertise and stresses primary literature and current methodologies. May be taken as a companion to PATH 766 or on its own."
PATHOLOGY (PATH),PATH770,Mouse Efficacy and Disease Models,3,The Mouse Efficacy and Disease Models class is designed for second to third year students who intend on performing in vivo animal research. This course is intended to familiarize graduate students in the issues associated with the development and interpretation of mouse models and also an introduction to alternative models.
PATHOLOGY (PATH),PATH792,Seminar in Carcinogenesis,2,Permission of the instructor. Survey of classical and current literature on selected critical issues in carcinogenesis. Students discuss experimental methods and observations as well as theories and generalizations. Two seminar hours a week.
PATHOLOGY (PATH),PATH801,Cell Cycle Regulation and Cancer,3,"This journal club-style discussion course will focus on molecular events that regulate normal cell cycle progression, and on how deregulation of the cell cycle leads to cancer.  Classes will follow the development of the cell cycle field chronologically, learning how current concepts and paradigms have evolved through scientific inquiry."
PATHOLOGY (PATH),PATH850,Scientific Writing in Pathobiology and Translational Science,1,The students will develop a research plan based on their thesis project and write a 6-page grant in the style of a NRSA F31 application. Students will learn to edit and critique their fellow student's proposals which will help prepare the students for writing and editing their preliminary exam and future grant applications. Restricted to students currently earning a degree in a Biological & Biomedical Sciences Program (BBSP) with preference given to students in the Pathobiology and Translational Science Graduate Program.
PATHOLOGY (PATH),PATH890,Special Topics in Pathology,1,A study in special fields under the direction of the faculty. Offered as needed for presenting material not normally available.
PATHOLOGY (PATH),PATH900,Research in Pathology,2,"Permission of the department. This is a research course in which advanced students in pathology carry on investigations on mechanisms of disease. Six or more laboratory hours a week, to be arranged. May be repeated."
PATHOLOGY (PATH),PATH920,Seminar in Interdisciplinary Vascular Biology,1,"Permission of the instructor. Participants in the Interdisciplinary Vascular Biology Training Program only. Students will be required to present their thesis work as a formal seminar, give an introductory lecture to introduce their project (in cooperation with their thesis advisor), and to attend and discuss the seminars of other students."
PATHOLOGY (PATH),PATH940,Pathobiology and Translational Science Seminar,1,"A series of scientific seminars by graduate students, Post-doctoral Fellows, research faculty, and others in the Department of Pathology and Laboratory Medicine. Students will develop the skills necessary to deliver an effective and engaging oral scientific presentation of their research. They will become proficient in understanding the pathogenesis of the wide range of diseases being studied in the department, and the methodologies employed to determine the pathogenesis of those diseases."
PATHOLOGY (PATH),PATH993,Master's Research and Thesis,3,May be repeated.
PATHOLOGY (PATH),PATH994,Doctoral Research and Dissertation,3,
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD69,"First-Year Seminar: Wars and Veterans: Iran, Iraq, and Afghanistan",3,"In this seminar, we will explore the various ways that Iran-Iraq, United States-Iraq, and United States-Afghanistan wars have been portrayed in literature, film, and photography. We will deepen and enrich our understanding of war experienced by both veterans and civilians. We will also read articles on war criticism and psychology."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD89,First-Year Seminar: Special Topics,3,Special topics course. Content will vary each semester.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD101,Making Public Policy,3,"Overview of the policymaking process and of major public policy issues. Study of policy and political challenges in areas such as economic and tax policy, the social safety net, income support and the minimum wage, health care, education, environment and energy, foreign policy and national security, and homeland security. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD108,Our Energy and Climate Crises: Challenges and Opportunities,4,"Students quantify global depletion of energy resources and accompanying environmental degradation, hence discovering the profound changes in attitudes and behavior required to adjust to diminished fossil fuels and modified climate."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD110,Global Policy Issues,3,"Global issues are challenges whose sources, impacts, and solutions extend beyond the borders of any one country. This course introduces students to some of the most pressing issues facing populations around the globe and to possible policy responses. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD120,World Regional Geography,3,"A survey of the geographic structure of human activity in major world regions and nations. Emphasizes current developments related to population, urbanization, and economic activity. (Core)"
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD132,Modern Southeast Asia,3,"The history of Southeast Asia from the 19th century to the present. Long-term political, economic, social, and intellectual questions, including the impact of imperialism, the rise of nationalism, the transformation of the economy, the Cold War, and the coherence of Southeast Asia as a region."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD134,Modern East Asia,3,"Comparative and interdisciplinary introduction to China and Japan in the 19th and 20th centuries, focusing on impact of the West, nation building, industrialization, and evolution of mass society."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD150,International Relations and Global Politics,3,"An introduction to the study of political and economic relations in the international system. Topics covered include international conflict, trade, global finance, international institutions, civil war, and human rights. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD161,Literature of War from World War I to the 21st Century,3,"This is a class about literature and war and what each might teach us about the other. We will consider a range of texts and center our work around this question: what, if anything, can a work of art help us see or understand about war that might not be shown by other means? Students may not receive credit for both ENGL 73 and ENGL 161."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD205,"War, Diplomacy, and Statecraft, 1618-1815",3,"The history of European international politics from the outbreak of the Thirty Years War to the Congress of Vienna. Considers the sources of national power, the reasons for war, and the changing nature of diplomacy."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD206,"War, Diplomacy, and Statecraft, 1815-1945",3,"The history of international politics from the fall of Napoleon to the end of the Second World War, with special attention to European nationalism, imperialism, the emergence of non-European great powers, the reasons for war, and the search for peace."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD207,The Global Cold War,3,"A survey of the Cold War from its origins in the aftermath of the Second World War to its conclusion in the late 1980s. Focuses on the geopolitical, military, ideological, and economic aspects of the global superpower conflict."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD212,History of Sea Power,3,"The influence of sea power on international affairs will be surveyed from ancient times to the present. Emphasis on United States naval history and its interaction with diplomacy, economics, and technology."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD213,Air Power and Modern Warfare,3,Examines air power theory and practice from 1914 to the present. Focuses on the application of air power as an instrument of war and the effectiveness of that application.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD220,The Politics of Public Policy,3,Examines approaches to American politics and public policy and analyzes why government responds to problems in predictable ways. Honors version available.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD235,"Israeli Cinema: Gender, Nation, and Ethnicity",3,"The course explores major periods and trends in Israeli cinema.  Focus is given to issues pertaining to gender, ethnicity, and the construction of national identity. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD238,"The American Revolution, 1763-1815",3,Major topics: constitutional conflict in the British empire; independence and war; Confederation and Constitution; growth of political parties and nationality in a period of domestic change and international conflict. Previously offered as HIST/PWAD 564.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD245,"The United States and the Cold War: Origins, Development, Legacy",3,"This is both a wide-ranging and detailed course that looks at the origins, the evolution, and the termination of the Cold War from 1945 to 1989/90. It also considers the ""New Cold War"" with Russia that developed in 2014. The course is based on an international and multinational perspective."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD248,Guerrillas and Counterinsurgencies in Latin America,3,"This course examines the leftist guerrilla movements that swept Latin America and the Caribbean during the latter half of the 20th century. Students will analyze the origins, trajectories, and legacies of these insurgencies, paying particular attention to the roles of race, class, and gender. Previously offered as HIST/PWAD 528."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD250,Introduction to Peace and Security Studies,3,"Introduction to the problem of war and violent conflict in human experience and the contemporary world, and efforts to prevent, avoid, or ameliorate war and its effects. Content will vary by instructor and disciplinary perspective but will include causes of war, deterrence, irregular war, and the future of war. Previously offered as PWAD 350."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD251,The Thirty Years War (1618-1648): Europe in an Age of Crisis,3,"A critical examination of the significance of the Thirty Years' War for 17th-century Europe's social, religious, military, and geopolitical history. The representation of the conflict in art and literature also receives attention."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD252,International Organizations and Global Issues,3,"Examines international organizations and their relationships with and impact upon international politics, international law, and selected global issues. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD253,Problems in World Order,3,"An examination of selected topics in international relations, such as security and defense, international integration, and north-south relations."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD254,War and Society in Early Modern Europe,3,"A critical examination, from the Renaissance to the Napoleonic period, of the changes in European land and naval warfare and their impact on society and government."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD260,Crisis and Change in Russia and Eastern Europe,3,"Draws on historical, political, economic, and sociological perspectives to analyze social, cultural, and institutional change."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD262,History of the Holocaust: The Destruction of the European Jews,3,"Anti-Semitism; the Jews of Europe; the Hitler dictatorship; evolution of Nazi Jewish policy from persecution to the Final Solution; Jewish response; collaborators, bystanders, and rescuers; aftermath."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD266,Global History of Warfare,3,The history of warfare from its prehistoric origins to the present. The focus is on interactions between peoples around the world and particularly on the problems of innovation and adaptation. Previously offered as HIST/PWAD 351.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD268,"War, Revolution, and Culture: Trans-Atlantic Perspectives, 1750-1850",3,"The course explores the dramatic historical changes from 1750 to 1850 and their intersection with and reflection in arts, literature, and music in a trans-Atlantic perspective."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD272,"The Ethics of Peace, War, and Defense",3,"An analysis of ethical issues that arise in peace, war, and defense, e.g., the legitimacy of states, just war theory, terrorism, weapons of mass destruction."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD273,"Water, Conflict, and Connection in the Middle East",3,"Water has played many pivotal roles in the societies and politics of Middle Eastern peoples. This course will survey the history of water in the region, including its uses in agriculture and ritual, transport, and technology. We will explore water's impact on public health and the effects of water pollution on local societies. Finally, we will focus on the effects of the region's water scarcity in cross-border political conflicts."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD277,The Conflict over Israel/Palestine,3,"Explores the conflict over Palestine during the last 100 years. Surveys the development of competing nationalisms, the contest for resources and political control that led to the partition of the region, the war that established a Jewish state, and the subsequent struggles between conflicting groups for land and independence."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD280,Anthropology of War and Peace,3,"Cross-cultural perspectives on war in its relation to society, including Western and non-Western examples. Surveys political, economic, and cultural approaches to warfare and peacemaking."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD281,"The Pacific War, 1937-1945: Its Causes and Legacy",3,"An examination of the origins of the Pacific War, the course of this bitter and momentous conflict, and its complex legacy for both Asia and the United States."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD283,"Freedom, Terror, and Identity:  Modern Philosophy from Kant to Arendt",3,"This course investigates how philosophical thought motivates, inspires, and generates forms of agency and identity against cultural tendencies that limit or erode freedom. Readings, lecture, and discussion in English."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD287,Strategy and International Relations,3,"Introduction to the study of strategic decision making in international relations, with an emphasis on the application of basic game theoretic models.  Incorporates in-class simulations of international relations scenarios."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD289,Sounds of War and Revolution,3,"Music's roles in war and revolution within various political, social, and cultural contexts. Part of the cluster ""War, Revolution and Culture-Transatlantic Perspectives, 1750-1850."""
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD300,"Apology, Forgiveness, and Reconciliation - The Case of Northern Ireland",3,"The course, which will take place in Belfast, Northern Ireland, aims to answer the following question: What does it take for an individual and a group to heal? And what does reconciliation mean and look like? The platform of Northern Ireland's conflict (aka ''The Trouble'') will be used to understand the challenges and successes of healing on an individual and group level. The course will provide a nuanced understanding of apology and forgiveness."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD312,History of France and Algeria,3,"This course covers France's conquest, rule, and loss of Algeria, and the relationship between French and Algerian people in Algeria and France from 1830 to the present. Topics such as modern French and North African history, colonialism, Islam, immigration, terror/torture, and cross-cultural exchange are all featured in this transnational course."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD331,Cracking India: Partition and Its Legacy in South Asia,3,"What happened when the British carved Pakistan out of the predominately Muslim corners of India? Readings and films focus on the causes and consequences of this event, the Partition of India. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD352,The History of Intelligence Operations,3,This course reviews the historic development of intelligence organizations and operations.  Primary focus is on the modern world and the correlation between intelligence and national security concerns.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD353,Intelligence Analysis: Research Methods and Writing,3,Examines intelligence analysis methodology and products from a variety of settings and customer-types. An overview of the intelligence process and of collection strategies will also be conducted. The primary emphasis will be on conducting actual analysis of raw information to produce an intelligence estimate as a capstone to the course.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD354,War and Gender in Movies,3,The course examines and compares the images of war and gender that movies from different time periods and countries propagate and explores the different factors that influence these images and thereby the perception and recollection of war. Honors version available.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD355,Terrorism and Political Violence,3,"This course is a multi-disciplinary analysis of the phenomena of terrorism and political violence, their history, causes, the threat they pose, and what steps the United States can take in response."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD356,Strategic Intelligence and International Security,3,"Course investigates policies, issues, key problems, and potential solutions in strategic intelligence and international security.  In addition to readings and class simulations, the students will write an issue paper similar to those prepared within the national security community assessing the future environment and suggesting policies and strategies."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD357,International Intelligence Services,3,"This course examines international intelligence services within the context of national and homeland security. Prominent subjects include human intelligence (HUMINT), covert action, and counterintelligence, as well as the organizations, missions, and functions of international intelligence and security services."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD358,Cyber Security: Advanced and Persistent Threats to National Security,3,"Course investigates the concept, framework, and applications of cyber security; analyzes the relevant contextual background and current cyber security issues. Addresses cyber security from the perspective of the relevance of cyber security within national and international security policy formulation and implementation. Not a computer science nor information technology course."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD359,Comparative History of National Intelligence Regimes,3,"Explores the origins and evolution of national intelligence regimes in various countries throughout the latter half of the 20th century. Includes comparative examples from intelligence services in the United States, the Soviet Union and post-Soviet Russia, Israel, Great Britain, China, and Iraq. Applies historical knowledge to understanding current intelligence issues, such as telecommunications monitoring, drone warfare, and counterterrorism."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD360,The History of Warning Intelligence,3,Course studies the evolution of the warning mission and its role in modern intelligence organizations. Primarily but not entirely focused on the American experience. Ancient through modern case studies are used with a particular emphasis on the methodologies developed to improve warning and the problems inherent to the warning mission.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD361,The History of Deception,3,"Course examines strategic, operational, and tactical deception in warfare through history. This process entails describing and assessing the objectives, methodologies, and results of specific deception operations. There is a particular emphasis on the role of deception regarding intelligence collection and analysis, as well as the methods utilized to detect deception."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD363,Ethical Issues in Intelligence and National Security,3,"An exploration of the unique ethical and moral challenges that intelligence and national security present for policymakers, intelligence professionals, and citizens. Examples are drawn from a variety of places and times throughout history, with an emphasis on U.S. examples."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD364,Post-Conflict and Peacebuilding,3,"This course considers theories of peacebuilding and state-building, investigates the various challenges facing post-conflict states, and assesses the role that international actors play in this process. Case study based."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD368,War and American Society to 1903,3,"The American military experience from colonial times to the early 20th century. Major themes include the problem of security, the development of military policies and institutions, and the way in which the country waged and experienced war."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD369,War and American Society,3,"Survey of America's military experience in the 20th century, focusing on national security policy, military institutions, World Wars I and II, the Cold War, the Korean and Vietnam Wars, and recent interventions."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD373,The United States in World War II,3,A history of the United States in World War II (1941-1945): home front and military front.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD388,Chinese Strategic Thought: Antiquity to the Present,3,"This course will introduce undergraduates to Chinese strategic and military thought through the translated writings of some of China's most significant philosophers, intellectuals, and political leaders, from antiquity to the present. Students will explore historical characteristics of Chinese strategy and consider the influence of these ideas in current international relations."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD393,"Internship in Peace, War, and Defense",3,"Students are encouraged to undertake unpaid internships with branches of the federal government, international organizations, and selected nongovernment organizations. Pass/Fail only, with the written approval of the department chair. Does not count as a course in the major, but can be combined with an independent study such as PWAD 396."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD396,"Independent Study in Peace, War, and Defense",1,Permission of the instructor. Independent study and reading. Special reading and research activities in a selected field under the supervision of a faculty member.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD411,Social Movements,3,"Examines the origins, dynamics, and consequences of protest and social movements including historical and contemporary movements from the United States and around the globe. Students may not receive credit for both SOCI 413 and 411."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD416,Constitutional Policies and the Judicial Process,3,"Analysis of the structure and functions of judicial systems emphasizing the organization, administration, and politics of judicial bureaucracies and roles of judges, juries, counsel, litigants, and interested groups in adjudication processes."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD421,Alexander,3,The rise of Macedonia; the careers of Philip II and Alexander (with emphasis on the latter's campaigns); the emerging Hellenistic Age. The course integrates computer (including Web site) and audiovisual materials throughout.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD422,Ancient Greek Warfare,3,"War and the warrior in the archaic and classical Greek world, seventh to the fourth centuries BCE. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD425,"Beyond Hostilities: Israeli-Palestinian Exchanges and Partnerships in Film, Literature, and Music",3,"Focuses on the various collaborations, exchanges, and mutual enrichment between Israelis and Palestinians in the realm of culture, particularly literature and cinema. These connections include language (Israeli Jewish authors writing in Arabic and Palestinian writers who choose Hebrew as their language of expression), collaborating in filmmaking, and joint educational initiatives."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD427,Cold War Culture in East Asia: Transnational and Intermedial Connections,3,"This course introduces students to the specific contours that the Cold War accrued in East Asia. Focusing on literature and film, it explores what the fall of the Japanese Empire and the emergence of the post-1945 world meant across the region."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD430,Analysis of National Security Policy,3,"Course explores contemporary threats to national security, approaches to national security strategy, policy instruments, the role of military force, and the policy-making process."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD432,The Crusades,3,"Students in this course will examine Christian attitudes toward holy war, crusading, and other forms of coercive violence from the 11th until the 15th centuries, with a focus on the major crusades of the Holy Land."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD435,The Cinemas of the Middle East and North Africa,3,"This course explores the social, cultural, political, and economic contexts in which films are made and exhibited and focuses on shared intra-regional cinematic trends pertaining to discourse, aesthetics, and production."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD443,American Foreign Policy: Formulation and Conduct,3,"The role of Congress, the press, public opinion, the president, the secretary and the Department of State, the military, and the intelligence community in making American foreign policy. Emphasizes the impact of the bureaucratic process on the content of foreign policy."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD444,Terrorism and International Peace,3,"The U.S. 9/11 attack represents the defining terrorist attack to Americans, but in most of the world, terrorism has long been part of politics. We will examine what motivates individuals to consider violence, how individuals organize to protect their political interests, the types of tactics used by violent groups and the state's response, before concluding with a study of collapsed states, the international implications of political violence, and possibilities for conflict resolution."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD450,Internal and Interpersonal Conflict Management,3,"This course aims to provide students with the tools necessary to most effectively engage in interpersonal conflicts. Students engage with diverse conflict management practitioners--from formally incarcerated individuals to public policy negotiation to international conflict mediators and role-play cross-cultural communication, inter-governmental negotiations, human rights, and workplace negotiations. Students will learn new negotiation and mediation skills, build upon existing ones, and learn to cope with stress, discomfort, and emotions when in conflict. Previously offered as PLCY/PWAD 330."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD452,Africa and International Conflict,3,"The purpose of this course is to examine Africa's conflicts using an historical examination and advances in international relations theory. We will examine European colonial intervention, the wars of independence, the Cold War, and the use of proxies, insurgencies, the African World War, the Sudanese War, and the ""war of terrorism."""
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD453,Political Geography,3,"The geography of politics is explored at the global, the nation-state, and the local scale in separate course units, but the interconnections between these geographical scales are emphasized throughout. (GHA)"
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD457,International Conflict Processes,3,Analysis of international conflict and the causal mechanisms that drive or prevent conflict. Emphasis is on the conditions and processes of conflict and cooperation between nations.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD458,International Conflict Management and Resolution,3,Examines the management and resolution of international and civil wars. Honors version available.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD459,Trans-Atlantic Security,3,"The course explores the development of Euro-Atlantic security institutions (NATO, EU) and compares security policy in the United States and Europe. Cases include policy toward the Balkans, Afghanistan, Russia, and Ukraine. Includes review of concepts of security and selected international relations approaches to international organizations. Honors version available."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD460,International Economics,3,"An introduction to international trade, the balance of payments, and related issues of foreign economic policy."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD462,"The Arab-Jews: Culture, Community, and Coexistence",3,"This course is designed to examine Jewish life in Arab lands in the last century by examining culture, language, and the communal life that the Arab-Jews shared with their neighbors."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD465,Literature of Atrocity: The Gulag and the Holocaust in the Soviet Union and Eastern Europe,3,Historical contexts and connections through artistic representation of the Holocaust and Soviet terror in Eastern Europe and the USSR. Taught in English; some foreign language readings for qualified students.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD469,Conflict and Intervention in the Former Yugoslavia,3,Focuses on ethnic and political conflicts in the former Yugoslavia and efforts by the international community to end conflict and promote peace and reconstruction. Honors version available.
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD481,"Religion, Fundamentalism, and Nationalism",3,"An exploration of explosive combinations of religion and politics in the Iranian revolution, the Palestinian movement, Hindu nationalism in India, and Christian fundamentalism in America."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD483,"Conflict, Development, and U.S. Foreign Policy",3,"The course will examine the drivers and consequences of violent intrastate conflict, including civil war, communal conflict, terrorism and cartel/gang violence.  It will consider COVID-19 and climate change as threat multipliers.  And the course will explore U.S. interests and strategies for preventing or reducing conflicts and promoting development.  It will use case studies to illustrate the effectiveness of various policy instruments and the role of local and international actors, structural factors and institutions."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD484,Critical Security Studies,3,"Introduces major topics in the interdisciplinary field of critical security studies. Critically analyzing the public construction of risk and security in military, technological, informational, and environmental domains, the course explores major theories that attempt to make sense of the transnational proliferation of violence and risk in historical and contemporary contexts."
"PEACE, WAR, AND DEFENSE (PWAD)",PWAD485,"Extremism, Terrorism, and Security in Postwar Europe",3,"In the debate on how to efficiently combat terrorism without abandoning the rule-of-law, it is often neglected that this is not a new problem. This course will examine European states' reactions to national and international terrorism since the 1960s. Case studies will include Germany, Italy, and the United Kingdom. Honors version available."
