h2,h3,p,program,department
Special Opportunities in Statistics and Analytics,Experiential Education,"When arranged in advance with a supervising faculty member, STOR493 can be used to earn credit for appropriate work experience in the summer or during the academic year. STOR493 satisfies the experiential education requirement. Students interested in STOR493 should secure approval from the program director before starting their work. STOR496 can also be used to satisfy the experiential education requirement.","Statistics and Analytics Major, B.S.",Statistics and Operations Research
Special Opportunities in Statistics and Analytics,Undergraduate Awards,"Two undergraduate awards for graduating seniors are given each year by the statistics and analytics program. One is the Statistics and Analytics Award, given to the outstanding graduating senior, and the second is the W. Robert Mann Award, given for excellence in actuarial science. Plaques bearing the names of winners are located in the undergraduate study room in Hanes Hall.","Statistics and Analytics Major, B.S.",Statistics and Operations Research
Special Opportunities in Statistics and Analytics,Undergraduate Research,"Undergraduate research under the direction of faculty members from the Department of Statistics and Operations Research is offered through the independent study and research course, STOR496, and the senior honors thesis courses, STOR691H and STOR692H.","Statistics and Analytics Major, B.S.",Statistics and Operations Research
"Special Opportunities in African, African American, and Diaspora Studies","Honors in African, African American, and Diaspora Studies","Students with an overall grade point average of 3.3 or higher at the beginning of their senior year and who have already completed AAAD395 are encouraged to apply for candidacy for the B.A. with honors. Students interested in undertaking honors research and the writing of a thesis should consult with the departments honors coordinator no later than in their junior year to discuss the process of applying to the program. Approved candidates will enroll in AAAD691H in the fall semester of their senior year. Upon completion of AAAD691H and with the approval of the students thesis director and the departments honors coordinator, students enroll in AAAD692H in the spring semester. AAAD691H can count as one of the five courses students must take in their concentration of study.","African, African American, and Diaspora Studies Major, B.A.","African, African American, and Diaspora Studies"
"Special Opportunities in African, African American, and Diaspora Studies",Departmental Involvement,"The department works closely with the African Studies Center, the Center for the Study of the American South, the Institute of African American Research, and the Sonja Haynes Stone Center for Black Culture and History. These units provide UNCChapel Hill and wider communities with important programming on and an opportunity for the advanced study of issues concerning Africa, African America, and other parts of the African Diaspora.","African, African American, and Diaspora Studies Major, B.A.","African, African American, and Diaspora Studies"
"Special Opportunities in African, African American, and Diaspora Studies",Study Abroad,"There are several opportunities for study abroad. The department offers a summer abroad program in Malawi. Honors Carolina offers a Burch seminar in Cape Town, South Africa, during the fall semester.","African, African American, and Diaspora Studies Major, B.A.","African, African American, and Diaspora Studies"
"Special Opportunities in African, African American, and Diaspora Studies",Undergraduate Research,"The department encourages undergraduate research. The required seminar for majors (AAAD395) introduces students to research skills and methods in African, African American, and Diaspora studies. The honors program (AAAD691H and AAAD692H) offers qualified students the opportunity to engage in a yearlong process of research and writing. The department hosts an undergraduate research symposium in the spring semester, and it also publishes a scholarly journal, the Global Africana Review, for which undergraduates may submit articles.","African, African American, and Diaspora Studies Major, B.A.","African, African American, and Diaspora Studies"
,,See program page here for special opportunities.,African Studies Minor,"African, African American, and Diaspora Studies"
,,See program page here for special opportunities.,African American and Diaspora Studies Minor,"African, African American, and Diaspora Studies"
,,See program pageherefor special opportunities.,"Human Development, Sustainability, and Rights in Africa and the African Diaspora Minor","African, African American, and Diaspora Studies"
Special Opportunities in Anthropology,Honors in Anthropology,"Writing an honors thesis is an excellent way to cap ones major in anthropology. The process offers students the chance to carry out original research on a topic that they are passionate about. Our thesis writers work closely with a faculty advisor and committee members to develop their project. The department provides excellent support, offering a specific seminar during the fall (ANTH691H) and a corresponding independent study (ANTH692H), that together walk students through the essential steps of research design and writing. For our students, writing an honors thesis continues to prove a pivotal experienceat once a capstone to their studies at Carolina and an achievement to carry with them into their lives and careers beyond.To pursue an honors thesis project, students must:The process for approval requires several steps:","Anthropology Major, B.A.",Anthropology
Special Opportunities in Anthropology,"Internships, Field Work, and Independent Study","Students who wish to explore an anthropological concern outside the conventional classroom setting, or who desire advanced or specialized work beyond current course offerings, should consider ANTH393, ANTH395, ANTH396, ANTH451, and ANTH453.ANTH393 provides anthropology students the opportunity to engage in internships or other field experiences within or beyond the University that have a significant anthropological learning component. Variable credit may be obtained for this course. ANTH393 is a controlled enrollment course; it requires the permission in advance of the faculty member sponsoring the internship, of a responsible official of the agency in which the internship is carried, and of the director of undergraduate studies. It is essential that students make arrangements and secure permissions prior to the semester of the internship.ANTH396 provides anthropology students the opportunity to engage in independent study, and ANTH395, the opportunity to engage in field research, in both cases under the mentoring of a specific faculty member. Variable credit may be obtained for these courses, although three units are usually expected. ANTH396 and ANTH395 require the permission of the faculty member under whom the student wishes to conduct research prior to the semester in which ANTH396 or ANTH395 is taken. Both are controlled enrollment courses. In general, these courses should be taken only by students with some prior coursework in anthropology or a related social science.ANTH451 and ANTH453 are six-unit field school courses in which the student gains hands-on experience in research and study in the field under the direction of a faculty member.Anthropology majors are limited to having no more than six credit hours of field-oriented coursework (ANTH393, ANTH395, ANTH451, or ANTH453) count toward meeting the major requirement, although they are not restricted from enrolling in more than six credit hours of these courses combined.","Anthropology Major, B.A.",Anthropology
Special Opportunities in Anthropology,Study Abroad,"Anthropology majors are encouraged to enroll in a study abroad program. These programs can offer direct experience of another culture and intensive language training, as well as excellent coursework in anthropology. By consulting with their departmental advisors as well as with the Universitys Study Abroad Office, students can assess the relevance of available programs to their interests and arrange to transfer credit hours to count toward their undergraduate degree and, where appropriate, the anthropology major. Study abroad programs are often affordable even to students who require financial aid. Information about student loans and scholarships for the purpose of studying abroad can be obtained from the Study Abroad Office.","Anthropology Major, B.A.",Anthropology
Special Opportunities in Anthropology,Undergraduate Awards,The Honigmann Undergraduate Honors Thesis Award is given each year to the student who completed the best undergraduate honors project.,"Anthropology Major, B.A.",Anthropology
Special Opportunities,,See the program pageherefor special opportunities.,"Medical Anthropology Major, B.A.",Anthropology
,,See the program page here for special opportunities.,General Anthropology Minor,Anthropology
Special Opportunities,,See the program page here for special opportunities. Students should also meet with the Department of Anthropologys undergraduate career advisor to explore opportunities that are beyond the classroom yet relevant to this minor.,Heritage and Global Engagement Minor,Anthropology
,,See the program page here for special opportunities.,Medical Anthropology Minor,Anthropology
Special Opportunities in Archaeology,Honors in Archaeology,"Students with a grade point average of 3.3 or higher are eligible to pursue a degree with honors. A student who wishes to take this track should identify and contact a faculty thesis advisor before the end of the junior year. During the senior year the student enrolls in a two-semester course sequence, ARCH691H and ARCH692H, which provides the opportunity to carry out an independent research project and write a thesis under the direction of the faculty advisor. Prior to registering for the honors courses, the student and faculty mentor must fill out a contract and have it signed by the curriculums director of undergraduate studies. The thesis is evaluated by a committee consisting of the advisor and two readers. The advisor and at least one reader must be members of the Curriculum in Archaeologys faculty. A student who successfully completes the thesis may be awarded honors or highest honors by the committee. Highest honors is awarded only in cases where the thesis is judged to be exceptional in comparison to other such works.","Archaeology Major, B.A.",Archaeology
Special Opportunities in Archaeology,Research Laboratories of Archaeology,"Founded in 1939, the Research Laboratories of Archaeology (RLA) was the first center for the study of North Carolina archaeology. Serving the interests of students, scholars, and the general public, it is currently one of the leading institutes for archaeological teaching and research in the South. Located within the College of Arts and Sciences, it provides support and research opportunities for UNCChapel Hill students working not only in North Carolina but also throughout the Americas and overseas.","Archaeology Major, B.A.",Archaeology
Special Opportunities in Archaeology,DukeUNC Consortium for Classical and Mediterranean Archaeology (CCMA),"The DukeUNC Consortium for Classical and Mediterranean Archaeology represents a collaboration between the institutions in order to enhance archaeology curricula and concentrations in the respective departments and programs in archaeology. The consortium fosters an interdisciplinary dialogue on methods, theory, and practice in classical archaeology and material culture, providing students access to coursework, seminars, excavations, and other research opportunities; academic advising; and avenues for curricular and extracurricular interaction.","Archaeology Major, B.A.",Archaeology
Special Opportunities in Archaeology,Experiential Education,"The development of skills and perspectives beyond the classroom is considered central to the curriculum in archaeology. Hands-on training in field archeology provides students with the basic tools not only necessary for graduate training and advanced research in archaeology, but also for careers in cultural resource and heritage management through government agencies, contract firms, and museums. Developing an understanding of context and physical environment in archaeology requires field and laboratory experiences that are impossible to teach effectively in the classroom. Excavation and laboratory experiences allow students to participate directly in faculty research and to learn firsthand important aspects of the research process. Two or more field schools in archaeology are generally offered during summer sessions through the Study Abroad Office by faculty from the departments of anthropology, classics, religious studies, and history. In addition, many faculty research associates offer laboratory experiences through independent study projects and internships. These field work and laboratory experiences are designed to enhance the classroom training, allowing students to work as assistants to field archaeologists and specialistssuch as surveyors, archaeological architects, palaeoethnobotanists, zooarchaeologists, biological anthropologists, and geomorphologistslearning firsthand various aspects of data recovery, processing, and interpretation associated with archaeological field projects.","Archaeology Major, B.A.",Archaeology
,,See program page here for special opportunities.,Archaeology Minor,Archaeology
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–Interdisciplinary Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–Arab Cultures Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–Chinese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–Japanese Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–Korean Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Honors in Asian Studies,"A candidate for honors in Asian studies will write a substantial paper under the guidance of a faculty member. While researching and writing the honors paper, the student will enroll in ASIA691H and ASIA692H. ASIA692H may count as one of the interdisciplinary courses for the major; ASIA691H will count for elective credit only. In the case of the concentrations in Arab cultures, Chinese, Japanese, Korean studies, and South Asian studies, ASIA692H may count toward the major in the concentration.A committee composed of at least two faculty members will examine the candidate. To be accepted as an honors candidate, a student must meet the Universitys requirement of a minimum overall grade point average of 3.3, secure the consent of a faculty member in the Asian studies field to act as advisor for the project, and submit a proposal to the associate chair of Asian studies for approval.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Departmental Involvement,"The department sponsors a variety of cultural events  lectures, film series, performances, and more  as well as social and informational events where students can get to know each other and faculty members in an informal setting. Faculty members in the department serve as advisors to some of the many Asia-related student organizations on campus, such as the Japan Club, Chinese Conversation Club, Hebrew Table, and more.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Languages across the Curriculum,"The department participates in the Languages across the Curriculum (LAC) program, offering a one-credit-hour discussion section that is conducted in Arabic, Chinese, or Hindi-Urdu but associated with a variety of courses offered in English, both in Asian studies and in such other departments as history or religious studies. This LAC recitation section offers students the opportunity to use their Arabic, Chinese, Hindi-Urdu, or Korean language skills in a broader intellectual context.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Libraries,"The University has rich collections of books and periodicals on Asia in the relevant Asian languages, as well as in English and other Western languages. Experts in the collection development department for Davis Library are available to help students locate the materials they need. The University also has an outstanding collection of Asian films and other audiovisual materials, housed in the Media Resource Center at House Library.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Speaker Series,"The department sponsors an annual speaker series. These events include lectures by prominent artists, scholars, and writers and are often cosponsored by other units on campus.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Study Abroad,"UNCChapel Hill sponsors several study programs (summer, semester, and yearlong) in China, Egypt, India, Israel, Japan, Jordan, Korea, Mongolia, Morocco, Nepal, Oman, Singapore, Taiwan, Thailand, Turkey, and Vietnam. Asian studies majors are strongly encouraged to take advantage of these opportunities to live and study in an Asian setting; UNC-approved study abroad programs also satisfy the experiential education requirement. For further information on these programs and other study abroad opportunities in Asia, contact the UNC Study Abroad Office.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
Special Opportunities in Asian Studies,Undergraduate Research,"The department actively encourages undergraduate student research. Through classes, advising, and office hours, faculty members guide students toward defining areas of interest, conceptualizing research questions, identifying sources, and writing academic papers. Students may pursue research through independent studies, the senior honors thesis, and study abroad research opportunities such as the Burch Fellowship. Asian studies students have received a variety of competitive research support and travel awards, won regional contests for undergraduate papers, published papers in academic journals, and presented their work at such events as the Senior Colloquium in Asian Studies and the campuswide Annual Celebration of Undergraduate Research in the spring.","Asian Studies Major, B.A.–South Asian Studies Concentration",Asian and Middle Eastern Studies
,,See program page here for special opportunities.,Arabic Minor,Asian and Middle Eastern Studies
,,See program page here for special opportunities.,Asian Studies Minor,Asian and Middle Eastern Studies
,,See the program page here for Special Opportunities.,Chinese Minor,Asian and Middle Eastern Studies
,,See the program page here for special opportunities.,Modern Hebrew Minor,Asian and Middle Eastern Studies
,,See the program page here for special opportunities.,Hindi-​Urdu Minor,Asian and Middle Eastern Studies
